id,demand
0:0:3,20.583031249999994
0:0:4,15.143281250000001
0:0:5,24.50028125
0:0:6,24.794125000000005
0:1:0,0.05331249999999999
0:1:1,1.951375
0:1:2,5.052156249999999
0:1:6,13.849656249999999
0:1:7,15.702156250000003
0:2:0,0.027656250000000007
0:2:1,2.157374999999999
0:2:6,10.424406249999999
0:3:4,15.34378125
0:3:6,15.563062499999997
0:3:7,11.02609375
0:4:2,2.4841250000000006
0:4:3,45.26931250000001
0:4:7,6.732281250000001
0:6:3,1.5640312499999998
0:6:7,10.717625
0:7:0,0.0015624999999999997
0:7:1,0.0029375000000000004
0:7:7,3.58415625
1:0:2,2.9670312500000007
1:0:7,6.928625000000001
1:1:5,6.665531249999999
1:2:0,0.4012812499999999
1:2:2,2.8632500000000003
1:2:5,5.7690624999999995
1:2:7,4.741437500000001
1:3:0,1.16940625
1:3:2,2.63396875
1:3:3,4.290593749999999
1:3:5,7.804750000000002
1:3:7,4.245906249999999
1:4:7,2.08840625
1:5:6,3.9394375
1:5:7,9.19215625
1:6:0,0.007375
1:6:1,0.11884375
1:6:3,1.903625
1:6:5,11.379343749999999
1:6:6,5.609718750000001
1:7:3,0.17090625
1:7:5,2.3719375000000005
1:7:6,4.63440625
1:7:7,1.74378125
2:0:1,0.3615625
2:0:5,17.7288125
2:0:7,3.240875000000001
2:1:2,2.17421875
2:1:7,2.8170625000000005
2:2:1,0.02453125000000001
2:2:4,2.21953125
2:3:0,0.41740625000000003
2:3:6,4.06140625
2:4:1,1.07159375
2:4:3,48.313125000000014
2:4:6,1.32303125
2:5:2,1.2072499999999997
2:5:7,1.4736875000000005
2:6:3,1.3519375000000002
2:6:5,8.035531249999998
2:6:7,1.716375
2:7:0,0.0
2:7:1,0.0
2:7:5,2.57459375
2:7:7,0.36624999999999996
3:0:0,1.16025
3:0:3,3.082499999999999
3:0:5,3.7608750000000004
3:0:6,1.9989999999999997
3:1:0,0.20134375000000007
3:1:3,4.443875000000001
3:1:4,1.42534375
3:1:5,3.9580312500000003
3:1:7,1.7960624999999997
3:2:3,4.18378125
3:2:5,4.61065625
3:3:3,10.219156250000001
3:4:0,0.15678125
3:4:4,1.7593437499999998
3:5:5,0.73028125
3:5:6,0.0514375
3:6:0,0.0
3:6:1,0.01628125
3:6:4,0.21115625
3:6:5,6.32821875
3:6:7,3.62303125
3:7:0,0.0
3:7:1,0.0
4:0:0,1.3436562500000002
4:0:2,2.7125000000000004
4:1:0,0.40271874999999996
4:1:5,6.4754999999999985
4:2:2,4.310687500000001
4:2:5,3.4955
4:3:0,1.8874374999999992
4:3:7,1.00734375
4:4:1,1.5767187499999995
4:4:3,10.274875000000002
4:4:6,0.3091875
4:5:0,0.052093750000000015
4:5:1,0.14778125000000003
4:5:4,0.55778125
4:5:5,0.31471875
4:6:1,0.32965625
4:6:2,0.1858125
4:6:3,0.7398437500000001
4:6:4,0.34840625000000003
4:7:1,0.000375
4:7:2,0.024031250000000007
4:7:3,0.39475
4:7:4,0.6816875000000001
4:7:5,13.95546875
5:0:0,1.7296562500000003
5:0:7,0.4715000000000001
5:1:0,0.33884375000000005
5:1:1,0.022656250000000006
5:1:3,1.1831250000000002
5:1:4,0.150625
5:1:5,0.299125
5:1:6,0.66471875
5:1:7,0.4952500000000001
5:2:3,1.3785
5:2:6,0.43853125000000004
5:2:7,0.6675625000000001
5:3:3,6.160437499999999
5:3:6,0.32165625000000014
5:4:1,2.0588125
5:4:6,0.06346875000000002
5:5:2,1.41703125
5:5:3,0.6720937500000002
5:5:5,0.403875
5:6:0,0.0
5:6:1,0.04578125000000001
5:6:2,0.5424374999999999
5:6:6,2.55178125
5:7:0,0.0
5:7:3,0.37590625000000005
5:7:5,6.234187500000001
5:7:6,11.384062500000002
6:0:0,3.247124999999999
6:1:3,1.0258437499999997
6:1:4,0.08621875000000002
6:1:7,0.18721874999999996
6:2:1,0.005250000000000002
6:2:3,2.075
6:2:7,0.3481250000000001
6:3:1,1.3323125
6:3:2,4.093312499999999
6:3:3,5.955937499999999
6:3:5,0.30284375
6:3:6,0.7110624999999999
6:3:7,0.3876875
6:4:0,0.005625000000000001
6:4:5,0.33484374999999994
6:4:6,0.10181250000000003
6:5:0,0.14796874999999998
6:5:2,0.32840624999999996
6:5:3,0.80021875
6:5:4,1.5806250000000004
6:5:5,0.30640625
6:6:3,0.13668750000000002
6:6:5,7.1706875000000005
6:6:6,5.417812500000002
6:7:2,0.03634375
6:7:3,0.42953125
6:7:5,4.46025
6:7:6,10.60253125
7:1:0,1.3881562499999995
7:1:6,1.24675
7:1:7,0.41865625000000006
7:2:1,0.009812500000000004
7:2:2,3.0585000000000004
7:2:5,1.9782500000000003
7:3:0,0.44762500000000005
7:3:3,6.582843749999999
7:3:4,0.38928125
7:3:7,4.474249999999999
7:4:2,0.12290624999999998
7:4:3,3.1788749999999997
7:5:0,0.7408750000000003
7:5:1,3.5773125000000006
7:5:4,1.9672500000000004
7:5:7,9.633875000000002
7:6:1,0.04106250000000001
7:6:2,0.06896875
7:6:3,0.216875
7:6:7,17.577718750000003
7:7:1,0.0
7:7:3,0.5292187500000001
7:7:7,8.65675
8:0:3,54.15390624999999
8:0:4,42.20475
8:0:6,24.394750000000002
8:1:1,2.1087812500000007
8:1:2,25.557687499999997
8:1:3,30.20206250000001
8:1:4,17.437000000000005
8:1:5,74.24228125
8:2:4,27.369374999999998
8:2:5,67.077125
8:3:1,3.94903125
8:3:2,47.454687500000006
8:3:5,60.63740625000001
8:3:7,16.671875
8:4:2,0.06603125000000001
8:4:3,10.508656250000003
8:4:4,7.7737187500000005
8:4:5,47.25809375
8:4:7,15.79675
8:5:0,2.09853125
8:5:4,17.322312500000006
8:5:6,13.021343750000002
8:6:2,0.05103125000000001
8:6:3,1.60265625
8:6:4,10.420406250000001
8:6:7,9.2313125
8:7:2,0.0010625
8:7:4,1.8341874999999999
9:0:5,296.81096875000003
9:1:0,2.34659375
9:1:3,275.5218749999999
9:1:5,389.79340625
9:1:6,142.26918750000002
9:2:2,206.3585
9:2:5,366.1118750000001
9:3:6,141.6883125
9:4:7,93.36209375
9:5:1,12.042875
9:5:2,0.38846875
9:5:4,38.07081250000002
9:5:5,69.8874375
9:6:1,0.28503125
9:6:5,63.24753125000001
9:6:6,37.714593750000006
9:6:7,45.607875000000014
9:7:2,0.00209375
9:7:5,11.638437499999998
9:7:6,13.206374999999998
9:7:7,20.829125000000005
10:0:0,13.212874999999999
10:0:1,4.2574999999999985
10:0:2,186.69571874999997
10:1:1,6.079062500000001
10:1:5,436.37296875000004
10:2:2,267.86665625
10:2:3,427.43784374999996
10:2:4,468.55271874999994
10:2:5,356.79834375
10:2:7,277.3293437500001
10:3:2,110.94165625
10:3:7,159.53165625000003
10:4:7,97.25034375000003
10:5:2,0.6551875
10:5:5,90.59196874999998
10:5:6,39.36328125
10:5:7,61.19584374999999
10:6:5,119.49915625
10:6:7,110.52753124999998
10:7:1,0.016875
11:0:0,14.66834375
11:0:2,108.06940625000001
11:0:7,183.95290624999996
11:1:2,136.95140625
11:1:3,366.45143749999994
11:1:4,292.01568750000007
11:2:0,0.5558437499999999
11:2:1,0.8213124999999998
11:2:7,194.84018749999998
11:3:2,47.96018749999999
11:4:1,11.934812499999998
11:4:7,112.91959375
11:5:5,91.15665625
11:5:6,38.43575
11:6:0,0.0
11:6:1,0.07365625
11:6:2,0.67853125
11:6:5,58.31078124999999
11:7:0,0.0
11:7:1,0.0
11:7:4,4.836875000000001
11:7:5,8.763031250000001
11:7:6,4.253875
12:0:2,69.864375
12:0:3,253.47668749999997
12:0:7,155.55281250000002
12:1:0,1.086375
12:1:2,62.36325000000001
12:1:3,225.35596875
12:1:4,147.42787500000003
12:2:0,0.31184375000000003
12:2:4,217.95868750000002
12:2:5,275.67968749999994
12:2:7,158.497
12:3:0,0.4240000000000001
12:3:4,93.03865624999997
12:3:5,131.47368749999998
12:3:6,101.3396875
12:3:7,95.39353125000001
12:4:7,95.72340625000002
12:5:2,0.6073437500000001
12:5:3,5.4751875
12:5:4,23.514781250000006
12:5:5,75.4800625
12:5:6,50.97803124999998
12:6:7,12.114593750000001
12:7:0,0.0
12:7:1,0.0
12:7:5,13.483906249999997
13:0:0,12.2285
13:0:3,115.52646874999999
13:1:6,165.7410625
13:1:7,206.69906249999997
13:2:1,2.3262812499999996
13:2:3,101.1714375
13:2:4,81.033125
13:2:7,191.30656249999998
13:3:0,0.17659375000000008
13:4:1,28.4495625
13:4:2,1.8518749999999997
13:4:3,114.29862499999999
13:4:6,67.47290624999998
13:4:7,95.83937499999999
13:5:2,3.0130937499999995
13:5:4,46.77884374999999
13:5:6,39.00759374999999
13:5:7,42.85140625
13:6:1,0.0034062500000000017
13:6:4,78.3289375
13:6:5,62.30303124999999
13:7:0,0.0
13:7:4,14.93715625
14:1:1,6.337031250000001
14:1:2,42.37290625
14:1:4,64.08734375
14:1:6,122.76259375000001
14:1:7,118.80346875
14:3:5,60.66181249999999
14:4:1,28.39028124999999
14:4:2,2.0291875
14:4:7,52.30218750000001
14:5:0,0.15609374999999998
14:5:2,2.10446875
14:5:5,68.05490625
14:5:6,51.38653124999999
14:5:7,44.83181250000001
14:6:4,64.45775000000002
14:7:0,0.0
14:7:4,21.737312500000005
14:7:6,11.138718749999999
15:0:0,13.66346875
15:0:2,44.4579375
15:1:2,46.76662500000001
15:1:7,145.35053125
15:2:4,57.280812499999996
15:2:7,136.13678125
15:3:4,47.44746875000001
15:3:5,85.93225
15:4:6,68.84278125
15:5:1,2.9086562500000004
15:5:2,2.86890625
15:5:4,14.908656249999998
15:6:1,0.27634375
15:6:2,1.4399374999999999
15:6:6,38.43428125
15:6:7,48.14371875000001
15:7:2,0.2511562499999999
16:0:4,113.1510625
16:0:6,203.43756249999998
16:0:7,168.57240625000003
16:2:1,5.08190625
16:2:3,111.86990625000001
16:2:4,46.16115625
16:2:7,159.29043750000002
16:3:0,3.4687812499999997
16:3:2,9.432156249999998
16:3:3,46.24337499999999
16:3:6,199.20618750000003
16:3:7,116.95071874999996
16:4:5,129.71065625
16:4:7,62.95921875
16:5:3,7.759968750000001
16:5:6,145.6135625
16:5:7,145.7178125
16:6:2,2.9715312500000004
16:6:3,4.836437500000001
16:6:4,6.8368125
16:7:2,0.30499999999999994
16:7:3,7.7413124999999985
17:0:4,107.08059375
17:0:7,322.6829062499999
17:1:0,1.273375
17:1:1,10.447593749999998
17:1:7,412.52699999999993
17:2:3,90.63931249999997
17:2:4,60.20965624999999
17:2:5,370.468625
17:2:7,304.1895624999999
17:3:0,2.734718750000001
17:3:4,56.63996875
17:3:5,338.95231249999995
17:4:0,4.47040625
17:4:3,35.685562499999996
17:4:6,254.12309375
17:4:7,76.88259375000001
17:5:0,12.796125
17:5:4,26.390843749999995
17:5:5,156.98096875
17:5:7,195.27112500000004
17:6:6,15.744250000000003
17:7:0,0.0063750000000000005
17:7:1,0.0
17:7:3,5.327562500000001
17:7:5,20.124000000000002
17:7:6,13.393281249999994
18:0:4,139.26562499999997
18:0:5,571.74121875
18:1:7,255.10003124999994
18:2:0,2.8052812499999997
18:3:2,9.407656249999997
18:3:3,60.323468749999996
18:3:5,757.3789062500002
18:3:7,79.38224999999998
18:4:0,6.632
18:4:1,20.849874999999994
18:4:4,52.23190625
18:5:2,8.056624999999999
18:5:4,23.9099375
18:5:7,85.47990625
18:6:0,0.0006562499999999999
18:6:3,3.3052812499999997
18:6:6,99.34756250000002
18:6:7,99.20990624999999
18:7:7,48.97859375
19:0:7,292.61796875000005
19:1:2,67.34709374999998
19:1:5,605.6613750000001
19:1:6,1485.75896875
19:2:3,108.83321875000003
19:2:4,78.73256250000001
19:2:7,195.60187500000004
19:3:0,5.3113125000000005
19:3:1,3.403999999999999
19:3:2,7.602218749999999
19:3:3,48.72868749999999
19:3:4,79.1100625
19:3:5,702.1182187499998
19:4:1,22.772125
19:4:6,495.8016874999999
19:6:0,0.0028125
19:6:3,3.55028125
19:6:4,15.429187499999998
19:6:7,53.23053125
19:7:2,1.5358437500000002
19:7:5,49.84240624999999
19:7:7,52.24203125
